Position(mm)	Field(T)
210.	-1.408006
210.20000000000005	-1.405451
210.4000000000001	-1.402422
210.5999999999999	-1.398952
210.79999999999995	-1.395077
211.	-1.39079
211.20000000000005	-1.386046
211.4000000000001	-1.380771
211.5999999999999	-1.375006
211.79999999999995	-1.368828
212.	-1.362235
212.20000000000005	-1.355133
212.4000000000001	-1.347538
212.5999999999999	-1.339472
212.79999999999995	-1.330966
213.	-1.322
213.20000000000005	-1.312552
213.4000000000001	-1.302678
213.5999999999999	-1.292351
213.79999999999995	-1.281572
214.	-1.270366
214.20000000000005	-1.258758
214.4000000000001	-1.246734
214.5999999999999	-1.234344
214.79999999999995	-1.221556
215.	-1.208336
215.20000000000005	-1.19472
215.4000000000001	-1.180791
215.5999999999999	-1.166602
215.79999999999995	-1.15217
216.	-1.137452
216.20000000000005	-1.122418
216.4000000000001	-1.107073
216.5999999999999	-1.091515
216.79999999999995	-1.075709
217.	-1.059654
217.20000000000005	-1.043409
217.4000000000001	-1.027044
217.5999999999999	-1.010611
217.79999999999995	-0.99399
218.	-0.977199
218.20000000000005	-0.960173
218.4000000000001	-0.943115
218.5999999999999	-0.92599
218.79999999999995	-0.908831
219.	-0.891513
219.20000000000005	-0.874126
219.4000000000001	-0.856717
219.5999999999999	-0.8394
219.79999999999995	-0.822029
220.	-0.804594
220.20000000000005	-0.787084
220.4000000000001	-0.769623
220.5999999999999	-0.752158
220.79999999999995	-0.734726
221.	-0.717423
221.20000000000005	-0.700293
221.4000000000001	-0.683135
221.5999999999999	-0.665888
221.79999999999995	-0.648659
222.	-0.631578
222.20000000000005	-0.614685
222.4000000000001	-0.59788
222.5999999999999	-0.581025
222.79999999999995	-0.564241
223.	-0.54766
223.20000000000005	-0.531225
223.4000000000001	-0.51491
223.5999999999999	-0.498618
223.79999999999995	-0.48231
224.	-0.466016
224.20000000000005	-0.449958
224.4000000000001	-0.434107
224.5999999999999	-0.418403
224.79999999999995	-0.402659
225.	-0.386962
225.20000000000005	-0.37139
225.4000000000001	-0.355932
225.5999999999999	-0.340461
225.79999999999995	-0.3250711
226.	-0.3097981
226.20000000000005	-0.2947251
226.4000000000001	-0.2797141
226.5999999999999	-0.2647671
226.79999999999995	-0.2498911
227.	-0.2350261
227.20000000000005	-0.2200621
227.4000000000001	-0.2051611
227.5999999999999	-0.1904711
227.79999999999995	-0.1759821
228.	-0.1615001
228.20000000000005	-0.1469051
228.4000000000001	-0.1323331
228.5999999999999	-0.1178291
228.79999999999995	-0.1034271
229.	-0.08899706
229.20000000000005	-0.07455806
229.4000000000001	-0.06014206
229.5999999999999	-0.04577906
229.79999999999995	-0.03145306
230.	-0.01720806
230.20000000000005	-0.00289206
230.4000000000001	0.01150694
230.5999999999999	0.02595294
230.79999999999995	0.04030494
231.	0.05455194
231.20000000000005	0.06884494
231.4000000000001	0.08329194
231.5999999999999	0.09777094
231.79999999999995	0.1121629
232.	0.1265499
232.20000000000005	0.1410299
232.4000000000001	0.1555559
232.5999999999999	0.1700709
232.79999999999995	0.1846349
233.	0.1992959
233.20000000000005	0.2140009
233.4000000000001	0.2287029
233.5999999999999	0.2434799
233.79999999999995	0.2583429
234.	0.2732659
234.20000000000005	0.2881979
234.4000000000001	0.3031629
234.5999999999999	0.3182269
234.79999999999995	0.3335049
235.	0.3488469
235.20000000000005	0.3642079
235.4000000000001	0.3795489
235.5999999999999	0.3949359
235.79999999999995	0.4104039
236.	0.4260229
236.20000000000005	0.4417509
236.4000000000001	0.4575899
236.5999999999999	0.4734529
236.79999999999995	0.4894239
237.	0.5054939
237.20000000000005	0.5216399
237.4000000000001	0.5377639
237.5999999999999	0.5538889
237.79999999999995	0.5701799
238.	0.5866539
238.20000000000005	0.6032069
238.4000000000001	0.6197589
238.5999999999999	0.6363549
238.79999999999995	0.6529199
239.	0.6694439
239.20000000000005	0.6860349
239.4000000000001	0.7027469
239.5999999999999	0.7194669
239.79999999999995	0.7362689
240.	0.7530619
240.20000000000005	0.7698679
240.4000000000001	0.7866399
240.5999999999999	0.8033779
240.79999999999995	0.8200209
241.	0.8365969
241.20000000000005	0.8530939
241.4000000000001	0.8696199
241.5999999999999	0.8861829
241.79999999999995	0.9026909
242.	0.9190089
242.20000000000005	0.9351909
242.4000000000001	0.9512499
242.5999999999999	0.9671959
242.79999999999995	0.9828959
243.	0.9984689
243.20000000000005	1.013949
243.4000000000001	1.029292
243.5999999999999	1.044405
243.79999999999995	1.059315
244.	1.074045
244.20000000000005	1.088533
244.4000000000001	1.102661
244.5999999999999	1.116474
244.79999999999995	1.130091
245.	1.143512
245.20000000000005	1.156659
245.4000000000001	1.169435
245.5999999999999	1.181822
245.79999999999995	1.193885
246.	1.205524
246.20000000000005	1.21677
246.4000000000001	1.22768
246.5999999999999	1.238187
246.79999999999995	1.248276
247.	1.258021
247.20000000000005	1.267393
247.4000000000001	1.276285
247.5999999999999	1.284636
247.79999999999995	1.29253
248.	1.300067
248.20000000000005	1.30721
248.4000000000001	1.31387
248.5999999999999	1.320036
248.79999999999995	1.325783
249.	1.331105
249.20000000000005	1.335996
249.4000000000001	1.340433
249.5999999999999	1.344419
249.79999999999995	1.347965
250.	1.351078
250.20000000000005	1.353774
250.4000000000001	1.356065
250.5999999999999	1.357943
250.79999999999995	1.359392
251.	1.360437
251.20000000000005	1.361053
251.4000000000001	1.361267
251.5999999999999	1.36106
251.79999999999995	1.360465
252.	1.35945
252.20000000000005	1.358021
252.4000000000001	1.35617
252.5999999999999	1.353912
252.79999999999995	1.351221
253.	1.34811
253.20000000000005	1.344564
253.4000000000001	1.340587
253.5999999999999	1.336163
253.79999999999995	1.331264
254.	1.32593
254.20000000000005	1.320187
254.4000000000001	1.314014
254.5999999999999	1.30739
254.79999999999995	1.300264
255.	1.292643
255.20000000000005	1.284543
255.4000000000001	1.276011
255.5999999999999	1.267054
255.79999999999995	1.257656
256.	1.247803
256.20000000000005	1.237551
256.4000000000001	1.226891
256.5999999999999	1.215815
256.79999999999995	1.204254
257.	1.192201
257.20000000000005	1.179729
257.4000000000001	1.167003
257.5999999999999	1.154015
257.79999999999995	1.140692
258.	1.127036
258.20000000000005	1.112967
258.4000000000001	1.098609
258.5999999999999	1.08393
258.79999999999995	1.068993
259.	1.053791
259.20000000000005	1.038377
259.4000000000001	1.022768
259.5999999999999	1.007029
259.79999999999995	0.9910729
260.	0.9748509
260.20000000000005	0.9584009
260.4000000000001	0.9418709
260.5999999999999	0.9251119
260.79999999999995	0.9082429
261.	0.8913989
261.20000000000005	0.8745639
261.4000000000001	0.8575169
261.5999999999999	0.8402669
261.79999999999995	0.8230259
262.	0.8059009
262.20000000000005	0.7887319
262.4000000000001	0.7713309
262.5999999999999	0.7538649
262.79999999999995	0.7365159
263.	0.7191969
263.20000000000005	0.7018789
263.4000000000001	0.6845539
263.5999999999999	0.6672859
263.79999999999995	0.6500339
264.	0.6327389
264.20000000000005	0.6155089
264.4000000000001	0.5984159
264.5999999999999	0.5813619
264.79999999999995	0.5642339
265.	0.5471819
265.20000000000005	0.5303349
265.4000000000001	0.5136029
265.5999999999999	0.4968909
265.79999999999995	0.4802649
266.	0.4637329
266.20000000000005	0.4472169
266.4000000000001	0.4306859
266.5999999999999	0.4142549
266.79999999999995	0.3980479
267.	0.3818769
267.20000000000005	0.3656749
267.4000000000001	0.3495609
267.5999999999999	0.3337479
267.79999999999995	0.3181029
268.	0.3023729
268.20000000000005	0.2865209
268.4000000000001	0.2707989
268.5999999999999	0.2552438
268.79999999999995	0.2398258
269.	0.2245348
269.20000000000005	0.2093668
269.4000000000001	0.1942998
269.5999999999999	0.1792578
269.79999999999995	0.1641788
270.	0.1492078
270.20000000000005	0.1343308
270.4000000000001	0.1194698
270.5999999999999	0.1046728
270.79999999999995	0.09010184
271.	0.07569484
271.20000000000005	0.06133584
271.4	0.04690584
271.6	0.03250684
271.79999999999995	0.01820784
272.	0.003959842
272.20000000000005	-0.01022016
272.4	-0.02424616
272.6	-0.03812116
272.79999999999995	-0.05195416
273.	-0.06583616
273.20000000000005	-0.07971216
273.4	-0.09350916
273.6	-0.1073672
273.79999999999995	-0.1212162
274.	-0.1349692
274.20000000000005	-0.1486062
274.4	-0.1622612
274.6	-0.1759272
274.79999999999995	-0.1896332
275.	-0.2033482
275.20000000000005	-0.2171812
275.4	-0.2310172
275.6	-0.2447912
275.79999999999995	-0.2585382
276.	-0.2723582
276.20000000000005	-0.2862712
276.4	-0.3002352
276.6	-0.3141742
276.79999999999995	-0.3282122
277.	-0.3424472
277.20000000000005	-0.3567722
277.4	-0.3710302
277.6	-0.3852942
277.79999999999995	-0.3996962
278.	-0.4142902
278.20000000000005	-0.4289962
278.4	-0.4436792
278.6	-0.4583762
278.79999999999995	-0.4731692
279.	-0.4881162
279.20000000000005	-0.5031872
279.4	-0.5183032
279.6	-0.5334272
279.79999999999995	-0.5486622
280.	-0.5640432
280.20000000000005	-0.5795232
280.4	-0.5949662
280.6	-0.6104232
280.79999999999995	-0.6259572
281.	-0.6415772
281.20000000000005	-0.6572492
281.4	-0.6729732
281.6	-0.6888112
281.79999999999995	-0.7047162
282.	-0.7205822
282.20000000000005	-0.7364182
282.4	-0.7522442
282.6	-0.7680992
282.79999999999995	-0.7838992
283.	-0.7997082
283.20000000000005	-0.8155182
283.4	-0.8313072
283.6	-0.8470662
283.79999999999995	-0.8628412
284.	-0.8785262
284.20000000000005	-0.8940542
284.4	-0.9094382
284.6	-0.9247982
284.79999999999995	-0.9401822
285.	-0.9555032
285.20000000000005	-0.9706492
285.4	-0.9856792
285.6	-1.000565
285.79999999999995	-1.015262
286.	-1.029664
286.20000000000005	-1.043867
286.4	-1.057989
286.6	-1.071918
286.79999999999995	-1.085569
287.	-1.099038
287.20000000000005	-1.112303
287.4	-1.125264
287.6	-1.137803
287.79999999999995	-1.150001
288.	-1.161994
288.20000000000005	-1.173741
288.4	-1.185123
288.6	-1.196144
288.79999999999995	-1.206835
289.	-1.217177
289.20000000000005	-1.227114
289.4	-1.236598
289.6	-1.245665
289.79999999999995	-1.254321
290.	-1.262566
290.20000000000005	-1.270462
290.4	-1.277991
290.6	-1.285063
290.79999999999995	-1.291637
291.	-1.297772
291.20000000000005	-1.303508
291.4	-1.308841
291.6	-1.313742
291.79999999999995	-1.318226
292.	-1.32231
292.20000000000005	-1.325981
292.4	-1.329246
292.6	-1.332104
292.79999999999995	-1.334542
293.	-1.336583
293.20000000000005	-1.338229
293.4	-1.339493
293.6	-1.340364
293.79999999999995	-1.340833
294.	-1.340915
294.20000000000005	-1.340604
294.4	-1.339909
294.6	-1.338811
294.79999999999995	-1.337321
295.	-1.335435
295.20000000000005	-1.333137
295.4	-1.330428
295.6	-1.327324
295.79999999999995	-1.323786
296.	-1.319822
296.20000000000005	-1.315454
296.4	-1.310675
296.6	-1.305463
296.79999999999995	-1.299762
297.	-1.293592
297.20000000000005	-1.287011
297.4	-1.280041
297.6	-1.272656
297.79999999999995	-1.264803
298.	-1.256482
298.20000000000005	-1.247677
298.4	-1.238483
298.6	-1.228936
298.79999999999995	-1.219002
299.	-1.208577
299.20000000000005	-1.197706
299.4	-1.186538
299.6	-1.175072
299.79999999999995	-1.163163
300.	-1.150832
300.20000000000005	-1.138162
300.4	-1.125255
300.6	-1.112037
300.79999999999995	-1.098539
301.	-1.084813
301.20000000000005	-1.070845
301.4	-1.056479
301.6	-1.041827
301.79999999999995	-1.027084
302.	-1.012279
302.20000000000005	-0.9972622
302.4	-0.9819462
302.6	-0.9664902
302.79999999999995	-0.9509262
303.	-0.9352122
303.20000000000005	-0.9193432
303.4	-0.9034592
303.6	-0.8875272
303.79999999999995	-0.8714122
304.	-0.8551622
304.20000000000005	-0.8389972
304.4	-0.8229082
304.6	-0.8066112
304.79999999999995	-0.7900912
305.	-0.7736402
305.20000000000005	-0.7573472
305.4	-0.7410612
305.6	-0.7247482
305.79999999999995	-0.7084762
306.	-0.6922892
306.20000000000005	-0.6760822
306.4	-0.6597892
306.6	-0.6436172
306.79999999999995	-0.6275492
307.	-0.6114002
307.20000000000005	-0.5953162
307.4	-0.5795102
307.6	-0.5639022
307.79999999999995	-0.5482632
308.	-0.5325842
308.20000000000005	-0.5169542
308.4	-0.5014382
308.6	-0.4859842
308.79999999999995	-0.4706242
309.	-0.4554962
309.20000000000005	-0.4405862
309.4	-0.4257352
309.6	-0.4108892
309.79999999999995	-0.3961052
310.	-0.3814502
310.20000000000005	-0.3667682
310.4	-0.3521002
310.6	-0.3376022
310.79999999999995	-0.3233622
311.	-0.3092912
311.20000000000005	-0.2951903
311.4	-0.2810403
311.6	-0.2669573
311.79999999999995	-0.2529513
312.	-0.2389523
312.20000000000005	-0.2250253
312.4	-0.2111713
312.6	-0.1974163
312.79999999999995	-0.1836903
313.	-0.1700453
313.20000000000005	-0.1564353
313.4	-0.1427633
313.6	-0.1289473
313.79999999999995	-0.1151693
314.	-0.1014463
314.20000000000005	-0.08773426
314.4	-0.07400026
314.6	-0.06026526
314.79999999999995	-0.04642226
315.	-0.03250326
315.20000000000005	-0.01853326
315.4	-0.00460826
315.6	0.009356739
315.79999999999995	0.02344874
316.	0.03766174
316.20000000000005	0.05184774
316.4	0.06602674
316.6	0.08027874
316.79999999999995	0.09473874
317.	0.1092537
317.20000000000005	0.1237497
317.4	0.1382577
317.6	0.1528807
317.79999999999995	0.1676557
318.	0.1826097
318.20000000000005	0.1975607
318.4	0.2124867
318.6	0.2274217
318.79999999999995	0.2425707
319.	0.2579297
319.20000000000005	0.2733037
319.4	0.2886047
319.6	0.3040377
319.79999999999995	0.3196837
320.	0.3354677
320.20000000000005	0.3511647
320.4	0.3668667
320.6	0.3827077
320.79999999999995	0.3986627
321.	0.4145757
321.20000000000005	0.4306387
321.4	0.4469487
321.6	0.4633947
321.79999999999995	0.4797987
322.	0.4961777
322.20000000000005	0.5126387
322.4	0.5292127
322.6	0.5457617
322.79999999999995	0.5623247
323.	0.5790977
323.20000000000005	0.5960447
323.4	0.6129867
323.6	0.6299327
323.79999999999995	0.6469427
324.	0.6639957
324.20000000000005	0.6808797
324.4	0.6977227
324.6	0.7147167
324.79999999999995	0.7318337
325.	0.7489507
325.20000000000005	0.7660787
325.4	0.7832747
325.6	0.8003827
325.79999999999995	0.8172457
326.	0.8339817
326.20000000000005	0.8508387
326.4	0.8677387
326.6	0.8843997
326.79999999999995	0.9009827
327.	0.9176937
327.20000000000005	0.9343957
327.4	0.9507387
327.6	0.9667277
327.79999999999995	0.9825997
328.	0.9985007
328.20000000000005	1.014242
328.4	1.029726
328.6	1.045079
328.79999999999995	1.060295
329.	1.075257
329.20000000000005	1.089962
329.4	1.104396
329.6	1.118455
329.79999999999995	1.132239
330.	1.145806
330.20000000000005	1.159132
330.4	1.17211
330.6	1.184698
330.79999999999995	1.196897
331.	1.208787
331.20000000000005	1.220329
331.4	1.231406
331.6	1.242051
331.79999999999995	1.252314
332.	1.262169
332.20000000000005	1.271581
332.4	1.28058
332.6	1.289131
332.79999999999995	1.297237
333.	1.304892
333.20000000000005	1.312112
333.4	1.318908
333.6	1.325224
333.79999999999995	1.331057
334.	1.33644
334.20000000000005	1.341409
334.4	1.345937
334.6	1.350027
334.79999999999995	1.353699
335.	1.356943
335.20000000000005	1.359739
335.4	1.362094
335.6	1.364015
335.79999999999995	1.365543
336.	1.36667
336.20000000000005	1.367395
336.4	1.367705
336.6	1.367602
336.79999999999995	1.36709
337.	1.366154
337.20000000000005	1.364809
337.4	1.363056
337.6	1.360898
337.79999999999995	1.358328
338.	1.35531
338.20000000000005	1.351856
338.4	1.347995
338.6	1.343711
338.79999999999995	1.338961
339.	1.333741
339.20000000000005	1.328122
339.4	1.322109
339.6	1.31562
339.79999999999995	1.308588
340.	1.30112
340.20000000000005	1.293253
340.4	1.284911
340.6	1.276059
340.79999999999995	1.266844
341.	1.257284
341.20000000000005	1.247201
341.4	1.23658
341.6	1.22559
341.79999999999995	1.214263
342.	1.202522
342.20000000000005	1.190317
342.4	1.177798
342.6	1.164999
342.79999999999995	1.151816
343.	1.138254
343.20000000000005	1.124476
343.4	1.110366
343.6	1.095811
343.79999999999995	1.081013
344.	1.066233
344.20000000000005	1.051318
344.4	1.035951
344.6	1.020163
344.79999999999995	1.004265
345.	0.9883447
345.20000000000005	0.9721977
345.4	0.9558197
345.6	0.9394177
345.79999999999995	0.9229677
346.	0.9063517
346.20000000000005	0.8895727
346.4	0.8727737
346.6	0.8559107
346.79999999999995	0.8388937
347.	0.8217777
347.20000000000005	0.8047727
347.4	0.7879147
347.6	0.7709537
347.79999999999995	0.7538967
348.	0.7368427
348.20000000000005	0.7197297
348.4	0.7025437
348.6	0.6854027
348.79999999999995	0.6685117
349.	0.6518537
349.20000000000005	0.6351027
349.4	0.6182807
349.6	0.6015387
349.79999999999995	0.5848537
350.	0.5681807
350.20000000000005	0.5515277
350.4	0.5350237
350.6	0.5187037
350.79999999999995	0.5025337
351.	0.4864467
351.20000000000005	0.4704157
351.4	0.4543647
351.6	0.4383457
351.79999999999995	0.4224237
352.	0.4066287
352.20000000000005	0.3909777
352.4	0.3754447
352.6	0.3600547
352.79999999999995	0.3447627
353.	0.3294697
353.20000000000005	0.3142227
353.4	0.2990617
353.6	0.2839687
353.79999999999995	0.2689516
354.	0.2540286
354.20000000000005	0.2392896
354.4	0.2247126
354.6	0.2101356
354.79999999999995	0.1954866
355.	0.1808516
355.20000000000005	0.1663226
355.4	0.1519376
355.6	0.1375666
355.79999999999995	0.1232296
356.	0.1090006
356.20000000000005	0.09486664
356.4	0.08076564
356.6	0.06662264
356.79999999999995	0.05242364
357.	0.03826364
357.20000000000005	0.02419064
357.4	0.01020964
357.6	-0.003818359
357.79999999999995	-0.01783536
358.	-0.03189036
358.20000000000005	-0.04586536
358.4	-0.05984736
358.6	-0.07391036
358.79999999999995	-0.08808336
359.	-0.1022224
359.20000000000005	-0.1162564
359.4	-0.1302774
359.6	-0.1444474
359.79999999999995	-0.1586974
360.	-0.1730074
360.20000000000005	-0.1872964
360.4	-0.2016824
360.6	-0.2160834
360.79999999999995	-0.2304794
361.	-0.2449014
361.20000000000005	-0.2595134
361.4	-0.2742384
361.6	-0.2889764
361.79999999999995	-0.3036934
362.	-0.3185394
362.20000000000005	-0.3335054
362.4	-0.3485364
362.6	-0.3635894
362.79999999999995	-0.3787664
363.	-0.3940714
363.20000000000005	-0.4093814
363.4	-0.4247634
363.6	-0.4403624
363.79999999999995	-0.4560784
364.	-0.4717514
364.20000000000005	-0.4873344
364.4	-0.5030394
364.6	-0.5189824
364.79999999999995	-0.5350984
365.	-0.5512284
365.20000000000005	-0.5673494
365.4	-0.5835164
365.6	-0.5997414
365.79999999999995	-0.6160364
366.	-0.6324144
366.20000000000005	-0.6488924
366.4	-0.6653154
366.6	-0.6817164
366.79999999999995	-0.6982544
367.	-0.7149894
367.20000000000005	-0.7316724
367.4	-0.7481844
367.6	-0.7646534
367.79999999999995	-0.7812274
368.	-0.7978374
368.20000000000005	-0.8143744
368.4	-0.8308284
368.6	-0.8473024
368.79999999999995	-0.8636924
369.	-0.8800564
369.20000000000005	-0.8963874
369.4	-0.9126214
369.6	-0.9286614
369.79999999999995	-0.9445614
370.	-0.9603764
370.20000000000005	-0.9761234
370.4	-0.9917314
370.6	-1.007186
370.79999999999995	-1.022456
371.	-1.037529
371.20000000000005	-1.052444
371.4	-1.067147
371.6	-1.081615
371.79999999999995	-1.095827
372.	-1.109784
372.20000000000005	-1.123498
372.4	-1.136969
372.6	-1.150071
372.79999999999995	-1.162852
373.	-1.175306
373.20000000000005	-1.187466
373.4	-1.199304
373.6	-1.210757
373.79999999999995	-1.221862
374.	-1.232587
374.20000000000005	-1.242858
374.4	-1.252668
374.6	-1.262127
374.79999999999995	-1.271237
375.	-1.27988
375.20000000000005	-1.288051
375.4	-1.295744
375.6	-1.303033
375.79999999999995	-1.309904
376.	-1.316328
376.20000000000005	-1.322292
376.4	-1.327802
376.6	-1.3329
376.79999999999995	-1.337564
377.	-1.341814
377.20000000000005	-1.34561
377.4	-1.348962
377.6	-1.351909
377.79999999999995	-1.354462
378.	-1.356618
378.20000000000005	-1.358344
378.4	-1.359658
378.6	-1.360552
378.79999999999995	-1.361065
379.	-1.361188
379.20000000000005	-1.360901
379.4	-1.360209
379.6	-1.359102
379.79999999999995	-1.357592
380.	-1.355686
380.20000000000005	-1.353355
380.4	-1.350619
380.6	-1.34747
380.79999999999995	-1.343907
381.	-1.339922
381.20000000000005	-1.335447
381.4	-1.330477
381.6	-1.325148
381.79999999999995	-1.319454
382.	-1.313249
382.20000000000005	-1.306556
382.4	-1.29946
382.6	-1.291878
382.79999999999995	-1.283795
383.	-1.275322
383.20000000000005	-1.266449
383.4	-1.257089
383.6	-1.247271
383.79999999999995	-1.237069
384.	-1.226508
384.20000000000005	-1.215596
384.4	-1.204154
384.6	-1.192205
384.79999999999995	-1.179976
385.	-1.167442
385.20000000000005	-1.15452
385.4	-1.141288
385.6	-1.12781
385.79999999999995	-1.114026
386.	-1.09989
386.20000000000005	-1.085499
386.4	-1.070853
386.6	-1.055893
386.79999999999995	-1.04061
387.	-1.025176
387.20000000000005	-1.009684
387.4	-0.9941234
387.6	-0.9783744
387.79999999999995	-0.9623884
388.	-0.9461024
388.20000000000005	-0.9296514
388.4	-0.9131044
388.6	-0.8965654
388.79999999999995	-0.8799754
389.	-0.8633234
389.20000000000005	-0.8465674
389.4	-0.8297944
389.6	-0.8129344
389.79999999999995	-0.7960454
390.	-0.7790254
390.20000000000005	-0.7619074
390.4	-0.7448674
390.6	-0.7279514
390.79999999999995	-0.7111724
391.	-0.6944634
391.20000000000005	-0.6776734
391.4	-0.6607414
391.6	-0.6438774
391.79999999999995	-0.6271334
392.	-0.6104324
392.20000000000005	-0.5937824
392.4	-0.5772524
392.6	-0.5608784
392.79999999999995	-0.5445934
393.	-0.5283464
393.20000000000005	-0.5121564
393.4	-0.4960404
393.6	-0.4799904
393.79999999999995	-0.4639724
394.	-0.4481344
394.20000000000005	-0.4324824
394.4	-0.4169304
394.6	-0.4013824
394.79999999999995	-0.3859224
395.	-0.3706434
395.20000000000005	-0.3554264
395.4	-0.3402254
395.6	-0.3251004
395.79999999999995	-0.3100824
396.	-0.2951554
396.20000000000005	-0.2802874
396.4	-0.2655824
396.6	-0.2510065
396.79999999999995	-0.2363965
397.	-0.2218185
397.20000000000005	-0.2073085
397.4	-0.1928865
397.6	-0.1785135
397.79999999999995	-0.1641185
398.	-0.1498125
398.20000000000005	-0.1356945
398.4	-0.1216285
398.6	-0.1075425
398.79999999999995	-0.09344146
399.	-0.07938146
399.20000000000005	-0.06527546
399.4	-0.05115646
399.6	-0.03704346
399.79999999999995	-0.02300846
400.	-0.009025458
400.20000000000005	0.004928541
400.4	0.01895554
400.6	0.03299154
400.79999999999995	0.04705954
401.	0.06114554
401.20000000000005	0.07529754
401.4	0.08949954
401.6	0.1037095
401.79999999999995	0.1178625
402.	0.1319835
402.20000000000005	0.1461375
402.4	0.1604095
402.6	0.1747665
402.79999999999995	0.1892355
403.	0.2037135
403.20000000000005	0.2182695
403.4	0.2328785
403.6	0.2475515
403.79999999999995	0.2622155
404.	0.2768985
404.20000000000005	0.2916045
404.4	0.3065075
404.6	0.3215745
404.79999999999995	0.3367295
405.	0.3518995
405.20000000000005	0.3671185
405.4	0.3823795
405.6	0.3977225
405.79999999999995	0.4130285
406.	0.4284105
406.20000000000005	0.4439835
406.4	0.4597085
406.6	0.4755005
406.79999999999995	0.4914355
407.	0.5074115
407.20000000000005	0.5233825
407.4	0.5392735
407.6	0.5552055
407.79999999999995	0.5713265
408.	0.5876865
408.20000000000005	0.6040445
408.4	0.6203515
408.6	0.6367065
408.79999999999995	0.6532125
409.	0.6697515
409.20000000000005	0.6862125
409.4	0.7026095
409.6	0.7190145
409.79999999999995	0.7354225
410.	0.7519745
410.20000000000005	0.7686435
410.4	0.7852965
410.6	0.8016995
410.79999999999995	0.8179545
411.	0.8342835
411.20000000000005	0.8507815
411.4	0.8671285
411.6	0.8831815
411.79999999999995	0.8991755
412.	0.9152705
412.20000000000005	0.9313225
412.4	0.9471785
412.6	0.9628285
412.79999999999995	0.9783405
413.	0.9936575
413.20000000000005	1.008792
413.4	1.023844
413.6	1.038785
413.79999999999995	1.053454
414.	1.067798
414.20000000000005	1.08196
414.4	1.095955
414.6	1.109776
414.79999999999995	1.123278
415.	1.136468
415.20000000000005	1.149326
415.4	1.161809
415.6	1.173991
415.79999999999995	1.18593
416.	1.197559
416.20000000000005	1.208757
416.4	1.219563
416.6	1.230058
416.79999999999995	1.240181
417.	1.249827
417.20000000000005	1.258984
417.4	1.267774
417.6	1.276214
417.79999999999995	1.284267
418.	1.291864
418.20000000000005	1.298968
418.4	1.305629
418.6	1.311844
418.79999999999995	1.317641
419.	1.323025
419.20000000000005	1.327956
419.4	1.332455
419.6	1.336524
419.79999999999995	1.340179
420.	1.343436
420.20000000000005	1.34626
420.4	1.34866
420.6	1.350664
420.79999999999995	1.352266
421.	1.353443
421.20000000000005	1.354225
421.4	1.354612
421.6	1.354602
421.79999999999995	1.354203
422.	1.353407
422.20000000000005	1.352213
422.4	1.350587
422.6	1.348555
422.79999999999995	1.346124
423.	1.34328
423.20000000000005	1.340016
423.4	1.336327
423.6	1.332211
423.79999999999995	1.327661
424.	1.32269
424.20000000000005	1.317283
424.4	1.311435
424.6	1.305127
424.79999999999995	1.298378
425.	1.291197
425.20000000000005	1.283526
425.4	1.275402
425.6	1.266845
425.79999999999995	1.257889
426.	1.248501
426.20000000000005	1.23868
426.4	1.228413
426.6	1.217751
426.79999999999995	1.206646
427.	1.195145
427.20000000000005	1.183296
427.4	1.171135
427.6	1.158581
427.79999999999995	1.145625
428.	1.132341
428.20000000000005	1.11879
428.4	1.104927
428.6	1.090794
428.79999999999995	1.076348
429.	1.061689
429.20000000000005	1.04679
429.4	1.031645
429.6	1.016251
429.79999999999995	1.000723
430.	0.9849475
430.20000000000005	0.9689785
430.4	0.9528995
430.6	0.9368335
430.79999999999995	0.9206785
431.	0.9043295
431.20000000000005	0.8877245
431.4	0.8710925
431.6	0.8544885
431.79999999999995	0.8377905
432.	0.8210425
432.20000000000005	0.8043055
432.4	0.7875955
432.6	0.7707985
432.79999999999995	0.7539675
433.	0.7371405
433.20000000000005	0.7203675
433.4	0.7035665
433.6	0.6867995
433.79999999999995	0.6700765
434.	0.6535095
434.20000000000005	0.6369875
434.4	0.6204785
434.6	0.6039545
434.79999999999995	0.5874855
435.	0.5711215
435.20000000000005	0.5548915
435.4	0.5387005
435.6	0.5226565
435.79999999999995	0.5066905
436.	0.4907745
436.20000000000005	0.4749355
436.4	0.4591745
436.6	0.4434465
436.79999999999995	0.4278245
437.	0.4123005
437.20000000000005	0.3969245
437.4	0.3816445
437.6	0.3664005
437.79999999999995	0.3511605
438.	0.3360095
438.20000000000005	0.3210415
438.4	0.3061445
438.6	0.2913305
438.79999999999995	0.2765375
439.	0.2618385
439.20000000000005	0.2472054
439.4	0.2326384
439.6	0.2180494
439.79999999999995	0.2034894
440.	0.1889674
440.20000000000005	0.1745744
440.4	0.1602544
440.6	0.1460424
440.79999999999995	0.1318484
441.	0.1175534
441.20000000000005	0.1031844
441.4	0.08893444
441.6	0.07477644
441.79999999999995	0.06064944
442.	0.04653044
442.20000000000005	0.03246944
442.4	0.01845544
442.6	0.004418442
442.79999999999995	-0.009697559
443.	-0.02383556
443.20000000000005	-0.03802456
443.4	-0.05219656
443.6	-0.06633556
443.79999999999995	-0.08038656
444.	-0.09441256
444.20000000000005	-0.1084876
444.4	-0.1227066
444.6	-0.1370486
444.79999999999995	-0.1514596
445.	-0.1658646
445.20000000000005	-0.1802756
445.4	-0.1946296
445.6	-0.2089946
