Position(mm)	Field(T)
50.40000000000009	-0.007103639
50.59999999999991	-0.007155639
50.799999999999955	-0.00720864
51.	-0.00725364
51.200000000000045	-0.007308641
51.40000000000009	-0.007365641
51.59999999999991	-0.007422642
51.799999999999955	-0.007477642
52.	-0.007533643
52.200000000000045	-0.007585643
52.40000000000009	-0.007641644
52.59999999999991	-0.007697644
52.799999999999955	-0.007753645
53.	-0.007805645
53.200000000000045	-0.007869646
53.40000000000009	-0.007925646
53.59999999999991	-0.007985647
53.799999999999955	-0.008043647
54.	-0.008107647
54.200000000000045	-0.008165648
54.40000000000009	-0.008225648
54.59999999999991	-0.008286649
54.799999999999955	-0.008349649
55.	-0.00841165
55.200000000000045	-0.00847465
55.40000000000009	-0.008542651
55.59999999999991	-0.008604651
55.799999999999955	-0.008670652
56.	-0.008734652
56.200000000000045	-0.008802653
56.40000000000009	-0.008864653
56.59999999999991	-0.008930654
56.799999999999955	-0.009003654
57.	-0.009070654
57.200000000000045	-0.009138655
57.40000000000009	-0.009213655
57.59999999999991	-0.009283656
57.799999999999955	-0.009354656
58.	-0.009421657
58.200000000000045	-0.009491657
58.40000000000009	-0.009560658
58.59999999999991	-0.009637658
58.799999999999955	-0.009710659
59.	-0.009790659
59.200000000000045	-0.00986766
59.40000000000009	-0.00993866
59.59999999999991	-0.01001966
59.799999999999955	-0.01009666
60.	-0.01017366
60.200000000000045	-0.01025366
60.40000000000009	-0.01032866
60.59999999999991	-0.01040966
60.799999999999955	-0.01049366
61.	-0.01057766
61.200000000000045	-0.01065566
61.40000000000009	-0.01074266
61.59999999999991	-0.01082267
61.799999999999955	-0.01091267
62.	-0.01100167
62.200000000000045	-0.01107967
62.40000000000009	-0.01116967
62.59999999999991	-0.01126067
62.799999999999955	-0.01134767
63.	-0.01144167
63.200000000000045	-0.01153567
63.40000000000009	-0.01162567
63.59999999999991	-0.01171767
63.799999999999955	-0.01180567
64.	-0.01190467
64.20000000000005	-0.01199967
64.40000000000009	-0.01209367
64.59999999999991	-0.01219567
64.79999999999995	-0.01229367
65.	-0.01238867
65.20000000000005	-0.01249067
65.40000000000009	-0.01259167
65.59999999999991	-0.01269367
65.79999999999995	-0.01279668
66.	-0.01290068
66.20000000000005	-0.01300968
66.40000000000009	-0.01311468
66.59999999999991	-0.01322268
66.79999999999995	-0.01333268
67.	-0.01343968
67.20000000000005	-0.01354868
67.40000000000009	-0.01365668
67.59999999999991	-0.01377568
67.79999999999995	-0.01388568
68.	-0.01400368
68.20000000000005	-0.01411668
68.40000000000009	-0.01423768
68.59999999999991	-0.01435268
68.79999999999995	-0.01447068
69.	-0.01460068
69.20000000000005	-0.01471368
69.40000000000009	-0.01483868
69.59999999999991	-0.01495968
69.79999999999995	-0.01508768
70.	-0.01521768
70.20000000000005	-0.01534769
70.40000000000009	-0.01546769
70.59999999999991	-0.01560869
70.79999999999995	-0.01573969
71.	-0.01587069
71.20000000000005	-0.01600969
71.40000000000009	-0.01613869
71.59999999999991	-0.01628069
71.79999999999995	-0.01641769
72.	-0.01656169
72.20000000000005	-0.01670069
72.40000000000009	-0.01684969
72.59999999999991	-0.01698969
72.79999999999995	-0.01714169
73.	-0.01728869
73.20000000000005	-0.01743869
73.40000000000009	-0.01758469
73.59999999999991	-0.01774769
73.79999999999995	-0.01789469
74.	-0.01804869
74.20000000000005	-0.01821069
74.40000000000009	-0.0183697
74.59999999999991	-0.0185327
74.79999999999995	-0.0186977
75.	-0.0188637
75.20000000000005	-0.0190317
75.40000000000009	-0.0192027
75.59999999999991	-0.0193687
75.79999999999995	-0.0195417
76.	-0.0197237
76.20000000000005	-0.0198947
76.40000000000009	-0.0200787
76.59999999999991	-0.0202567
76.79999999999995	-0.0204397
77.	-0.0206227
77.20000000000005	-0.0208117
77.40000000000009	-0.0210037
77.59999999999991	-0.0211927
77.79999999999995	-0.0213847
78.	-0.0215827
78.20000000000005	-0.0217837
78.40000000000009	-0.0219827
78.59999999999991	-0.02218571
78.79999999999995	-0.02238571
79.	-0.02259871
79.20000000000005	-0.02280971
79.40000000000009	-0.02302271
79.59999999999991	-0.02323771
79.79999999999995	-0.02345771
80.	-0.02367871
80.20000000000005	-0.02389871
80.40000000000009	-0.02412671
80.59999999999991	-0.02435271
80.79999999999995	-0.02458171
81.	-0.02481371
81.20000000000005	-0.02504571
81.40000000000009	-0.02528871
81.59999999999991	-0.02553371
81.79999999999995	-0.02577771
82.	-0.02602771
82.20000000000005	-0.02628571
82.40000000000009	-0.02653371
82.59999999999991	-0.02679071
82.79999999999995	-0.02704471
83.	-0.02731972
83.20000000000005	-0.02758372
83.40000000000009	-0.02785572
83.59999999999991	-0.02812672
83.79999999999995	-0.02840572
84.	-0.02869072
84.20000000000005	-0.02897772
84.40000000000009	-0.02926272
84.59999999999991	-0.02955172
84.79999999999995	-0.02984972
85.	-0.03015072
85.20000000000005	-0.03045372
85.40000000000009	-0.03076472
85.59999999999991	-0.03107672
85.79999999999995	-0.03139572
86.	-0.03171672
86.20000000000005	-0.03203872
86.40000000000009	-0.03237172
86.59999999999991	-0.03270372
86.79999999999995	-0.03304272
87.	-0.03338272
87.20000000000005	-0.03373073
87.40000000000009	-0.03408973
87.59999999999991	-0.03445473
87.79999999999995	-0.03481073
88.	-0.03517673
88.20000000000005	-0.03554473
88.40000000000009	-0.03592873
88.59999999999991	-0.03631773
88.79999999999995	-0.03670373
89.	-0.03710073
89.20000000000005	-0.03750273
89.40000000000009	-0.03791373
89.59999999999991	-0.03832673
89.79999999999995	-0.03874273
90.	-0.03916373
90.20000000000005	-0.03959373
90.40000000000009	-0.04003573
90.59999999999991	-0.04048273
90.79999999999995	-0.04093773
91.	-0.04139273
91.20000000000005	-0.04185873
91.40000000000009	-0.04233374
91.59999999999991	-0.04281374
91.79999999999995	-0.04330274
92.	-0.04378974
92.20000000000005	-0.04429674
92.40000000000009	-0.04480674
92.59999999999991	-0.04533374
92.79999999999995	-0.04585774
93.	-0.04640074
93.20000000000005	-0.04693974
93.40000000000009	-0.04749274
93.59999999999991	-0.04805574
93.79999999999995	-0.04862474
94.	-0.04921674
94.20000000000005	-0.04981174
94.40000000000009	-0.05041074
94.59999999999991	-0.05101974
94.79999999999995	-0.05163674
95.	-0.05227774
95.20000000000005	-0.05293074
95.40000000000009	-0.05357974
95.59999999999991	-0.05424374
95.79999999999995	-0.05492375
96.	-0.05561775
96.20000000000005	-0.05632275
96.40000000000009	-0.05703875
96.59999999999991	-0.05776375
96.79999999999995	-0.05850675
97.	-0.05926775
97.20000000000005	-0.06004675
97.40000000000009	-0.06083175
97.59999999999991	-0.06162675
97.79999999999995	-0.06243475
98.	-0.06326375
98.20000000000005	-0.06411375
98.40000000000009	-0.06498475
98.59999999999991	-0.06585875
98.79999999999995	-0.06674975
99.	-0.06765475
99.20000000000005	-0.06858575
99.40000000000009	-0.06953975
99.59999999999991	-0.07050175
99.79999999999995	-0.07148675
100.	-0.07249976
100.20000000000005	-0.07351976
100.40000000000009	-0.07456276
100.59999999999991	-0.07563876
100.79999999999995	-0.07673076
101.	-0.07784776
101.20000000000005	-0.07897076
101.40000000000009	-0.08012776
101.59999999999991	-0.08133076
101.79999999999995	-0.08254776
102.	-0.08377576
102.20000000000005	-0.08502376
102.40000000000009	-0.08631076
102.59999999999991	-0.08762876
102.79999999999995	-0.08897476
103.	-0.09035176
103.20000000000005	-0.09176676
103.40000000000009	-0.09319976
103.59999999999991	-0.09466476
103.79999999999995	-0.09616576
104.	-0.09769176
104.20000000000005	-0.09926577
104.40000000000009	-0.1008588
104.59999999999991	-0.1024948
104.79999999999995	-0.1041678
105.	-0.1058888
105.20000000000005	-0.1076498
105.40000000000009	-0.1094508
105.59999999999991	-0.1112708
105.79999999999995	-0.1131378
106.	-0.1150358
106.20000000000005	-0.1169798
106.40000000000009	-0.1189688
106.59999999999991	-0.1210038
106.79999999999995	-0.1230828
107.	-0.1252128
107.20000000000005	-0.1273998
107.40000000000009	-0.1296358
107.59999999999991	-0.1318948
107.79999999999995	-0.1341878
108.	-0.1365188
108.20000000000005	-0.1388958
108.40000000000009	-0.1413398
108.59999999999991	-0.1438468
108.79999999999995	-0.1463888
109.	-0.1489738
109.20000000000005	-0.1515868
109.40000000000009	-0.1542408
109.59999999999991	-0.1569198
109.79999999999995	-0.1596438
110.	-0.1623878
110.20000000000005	-0.1651788
110.40000000000009	-0.1680138
110.59999999999991	-0.1708898
110.79999999999995	-0.1737988
111.	-0.1767068
111.20000000000005	-0.1796138
111.40000000000009	-0.1825208
111.59999999999991	-0.1854508
111.79999999999995	-0.1884078
112.	-0.1913608
112.20000000000005	-0.1942908
112.40000000000009	-0.1972118
112.59999999999991	-0.2001378
112.79999999999995	-0.2030188
113.	-0.2058738
113.20000000000005	-0.2086798
113.40000000000009	-0.2114418
113.59999999999991	-0.2141568
113.79999999999995	-0.2168328
114.	-0.2194718
114.20000000000005	-0.2220478
114.40000000000009	-0.2245538
114.59999999999991	-0.2269598
114.79999999999995	-0.2293158
115.	-0.2316068
115.20000000000005	-0.2338258
115.40000000000009	-0.2359548
115.59999999999991	-0.2380138
115.79999999999995	-0.2399838
116.	-0.2418838
116.20000000000005	-0.2437148
116.40000000000009	-0.2454688
116.59999999999991	-0.2471438
116.79999999999995	-0.2487498
117.	-0.2502768
117.20000000000005	-0.2517418
117.40000000000009	-0.2531358
117.59999999999991	-0.2544558
117.79999999999995	-0.2557368
118.	-0.2569598
118.20000000000005	-0.2581358
118.40000000000009	-0.2592558
118.59999999999991	-0.2603048
118.79999999999995	-0.2613028
119.	-0.2622558
119.20000000000005	-0.2631648
119.40000000000009	-0.2640288
119.59999999999991	-0.2648478
119.79999999999995	-0.2656168
120.	-0.2663428
120.20000000000005	-0.2670308
120.40000000000009	-0.2676698
120.59999999999991	-0.2682578
120.79999999999995	-0.2687888
121.	-0.2692918
121.20000000000005	-0.2697398
121.40000000000009	-0.2701448
121.59999999999991	-0.2705128
121.79999999999995	-0.2708328
122.	-0.2710958
122.20000000000005	-0.2713188
122.40000000000009	-0.2714888
122.59999999999991	-0.2716088
122.79999999999995	-0.2716828
123.	-0.2717018
123.20000000000005	-0.2716658
123.40000000000009	-0.2715798
123.59999999999991	-0.2714528
123.79999999999995	-0.2712638
124.	-0.2710128
124.20000000000005	-0.2707018
124.40000000000009	-0.2703418
124.59999999999991	-0.2699258
124.79999999999995	-0.2694398
125.	-0.2688928
125.20000000000005	-0.2682798
125.40000000000009	-0.2675908
125.59999999999991	-0.2668368
125.79999999999995	-0.2660118
126.	-0.2651178
126.20000000000005	-0.2641578
126.40000000000009	-0.2631158
126.59999999999991	-0.2619988
126.79999999999995	-0.2607998
127.	-0.2595158
127.20000000000005	-0.2581368
127.40000000000009	-0.2566818
127.59999999999991	-0.2551388
127.79999999999995	-0.2535298
128.	-0.2518328
128.20000000000005	-0.2500428
128.4000000000001	-0.2481598
128.5999999999999	-0.2462038
128.79999999999995	-0.2441548
129.	-0.2420088
129.20000000000005	-0.2397568
129.4000000000001	-0.2374188
129.5999999999999	-0.2350058
129.79999999999995	-0.2325068
130.	-0.2299258
130.20000000000005	-0.2272578
130.4000000000001	-0.2244998
130.5999999999999	-0.2216448
130.79999999999995	-0.2186988
131.	-0.2156508
131.20000000000005	-0.2125138
131.4000000000001	-0.2092798
131.5999999999999	-0.2059518
131.79999999999995	-0.2025618
132.	-0.1990768
132.20000000000005	-0.1955068
132.4000000000001	-0.1918348
132.5999999999999	-0.1880508
132.79999999999995	-0.1841648
133.	-0.1801688
133.20000000000005	-0.1760718
133.4000000000001	-0.1719108
133.5999999999999	-0.1676658
133.79999999999995	-0.1633038
134.	-0.1588238
134.20000000000005	-0.1542618
134.4000000000001	-0.1496118
134.5999999999999	-0.1448698
134.79999999999995	-0.1400268
135.	-0.1350628
135.20000000000005	-0.1300008
135.4000000000001	-0.1248798
135.5999999999999	-0.1196778
135.79999999999995	-0.1144258
136.	-0.1090618
136.20000000000005	-0.1036018
136.4000000000001	-0.09808184
136.5999999999999	-0.09249884
136.79999999999995	-0.08681684
137.	-0.08104484
137.20000000000005	-0.07520184
137.4000000000001	-0.06930584
137.5999999999999	-0.06338384
137.79999999999995	-0.05742784
138.	-0.05141484
138.20000000000005	-0.04531784
138.4000000000001	-0.03914085
138.5999999999999	-0.03292985
138.79999999999995	-0.02666285
139.	-0.02035985
139.20000000000005	-0.01402885
139.4000000000001	-0.007651848
139.5999999999999	-0.001266848
139.79999999999995	0.005157151
140.	0.01168515
140.20000000000005	0.01825015
140.4000000000001	0.02483915
140.5999999999999	0.03145515
140.79999999999995	0.03812415
141.	0.04484815
141.20000000000005	0.05156115
141.4000000000001	0.05829315
141.5999999999999	0.06508615
141.79999999999995	0.07198515
142.	0.07892915
142.20000000000005	0.08585615
142.4000000000001	0.09284015
142.5999999999999	0.09990814
142.79999999999995	0.1070211
143.	0.1141481
143.20000000000005	0.1213201
143.4000000000001	0.1285331
143.5999999999999	0.1358201
143.79999999999995	0.1431771
144.	0.1506421
144.20000000000005	0.1581761
144.4000000000001	0.1657351
144.5999999999999	0.1733151
144.79999999999995	0.1809831
145.	0.1887671
145.20000000000005	0.1966091
145.4000000000001	0.2045051
145.5999999999999	0.2124891
145.79999999999995	0.2205771
146.	0.2287171
146.20000000000005	0.2369031
146.4000000000001	0.2451761
146.5999999999999	0.2535551
146.79999999999995	0.2619851
147.	0.2704741
147.20000000000005	0.2791131
147.4000000000001	0.2878821
147.5999999999999	0.2966581
147.79999999999995	0.3053921
148.	0.3142271
148.20000000000005	0.3232561
148.4000000000001	0.3324111
148.5999999999999	0.3416241
148.79999999999995	0.3508981
149.	0.3602681
149.20000000000005	0.3696491
149.4000000000001	0.3790681
149.5999999999999	0.3885841
149.79999999999995	0.3982421
150.	0.4079751
150.20000000000005	0.4177641
150.4000000000001	0.4276771
150.5999999999999	0.4377211
150.79999999999995	0.4478251
151.	0.4579041
151.20000000000005	0.4680021
151.4000000000001	0.4781771
151.5999999999999	0.4885011
151.79999999999995	0.4989491
152.	0.5094811
152.20000000000005	0.5201101
152.4000000000001	0.5307301
152.5999999999999	0.5413571
152.79999999999995	0.5520261
153.	0.5627691
153.20000000000005	0.5735321
153.4000000000001	0.5843041
153.5999999999999	0.5951221
153.79999999999995	0.6061101
154.	0.6171091
154.20000000000005	0.6280731
154.4000000000001	0.6390091
154.5999999999999	0.6500111
154.79999999999995	0.6610291
155.	0.6720191
155.20000000000005	0.6829731
155.4000000000001	0.6940131
155.5999999999999	0.7051191
155.79999999999995	0.7161711
156.	0.7271571
156.20000000000005	0.7381091
156.4000000000001	0.7490501
156.5999999999999	0.7599581
156.79999999999995	0.7708321
157.	0.7816171
157.20000000000005	0.7923791
157.4000000000001	0.8031121
157.5999999999999	0.8137871
157.79999999999995	0.8243681
158.	0.8348391
158.20000000000005	0.8452271
158.4000000000001	0.8555451
158.5999999999999	0.8657291
158.79999999999995	0.8757241
159.	0.8856171
159.20000000000005	0.8954691
159.4000000000001	0.9052131
159.5999999999999	0.9147311
159.79999999999995	0.9240161
160.	0.9331641
160.20000000000005	0.9422141
160.4000000000001	0.9510041
160.5999999999999	0.9594921
160.79999999999995	0.9677811
161.	0.9758831
161.20000000000005	0.9837401
161.4000000000001	0.9913381
161.5999999999999	0.9986991
161.79999999999995	1.005785
162.	1.012571
162.20000000000005	1.019049
162.4000000000001	1.025204
162.5999999999999	1.031076
162.79999999999995	1.036647
163.	1.04193
163.20000000000005	1.046935
163.4000000000001	1.051601
163.5999999999999	1.055925
163.79999999999995	1.05995
164.	1.063671
164.20000000000005	1.067062
164.4000000000001	1.070101
164.5999999999999	1.072816
164.79999999999995	1.075255
165.	1.077417
165.20000000000005	1.079257
165.4000000000001	1.08077
165.5999999999999	1.08197
165.79999999999995	1.082859
166.	1.083448
166.20000000000005	1.083733
166.4000000000001	1.083709
166.5999999999999	1.083386
166.79999999999995	1.082757
167.	1.081814
167.20000000000005	1.080552
167.4000000000001	1.078959
167.5999999999999	1.077056
167.79999999999995	1.07485
168.	1.072317
168.20000000000005	1.069432
168.4000000000001	1.066205
168.5999999999999	1.06268
168.79999999999995	1.058783
169.	1.054524
169.20000000000005	1.04991
169.4000000000001	1.044963
169.5999999999999	1.039636
169.79999999999995	1.033939
170.	1.027919
170.20000000000005	1.021585
170.4000000000001	1.014845
170.5999999999999	1.007671
170.79999999999995	1.000162
171.	0.9924061
171.20000000000005	0.9842981
171.4000000000001	0.9757711
171.5999999999999	0.9668781
171.79999999999995	0.9577101
172.	0.9482611
172.20000000000005	0.9384521
172.4000000000001	0.9283501
172.5999999999999	0.9179291
172.79999999999995	0.9072581
173.	0.8963401
173.20000000000005	0.8851511
173.4000000000001	0.8736921
173.5999999999999	0.8619691
173.79999999999995	0.8499641
174.	0.8377821
174.20000000000005	0.8254591
174.4000000000001	0.8129461
174.5999999999999	0.8002711
174.79999999999995	0.7873921
175.	0.7742891
175.20000000000005	0.7609681
175.4000000000001	0.7475561
175.5999999999999	0.7340681
175.79999999999995	0.7205101
176.	0.7068131
176.20000000000005	0.6930451
176.4000000000001	0.6791861
176.5999999999999	0.6651991
176.79999999999995	0.6510821
177.	0.6368461
177.20000000000005	0.6225801
177.4000000000001	0.6083601
177.5999999999999	0.5942021
177.79999999999995	0.5799691
178.	0.5656611
178.20000000000005	0.5512191
178.4000000000001	0.5368111
178.5999999999999	0.5224731
178.79999999999995	0.5082461
179.	0.4939151
179.20000000000005	0.4795771
179.4000000000001	0.4652761
179.5999999999999	0.4511181
179.79999999999995	0.4369161
180.	0.4227251
180.20000000000005	0.4085441
180.4000000000001	0.3944671
180.5999999999999	0.3804381
180.79999999999995	0.3664291
181.	0.3524701
181.20000000000005	0.3386421
181.4000000000001	0.3248161
181.5999999999999	0.3109461
181.79999999999995	0.2970961
182.	0.2834261
182.20000000000005	0.2698651
182.4000000000001	0.2563191
182.5999999999999	0.2427451
182.79999999999995	0.2292541
183.	0.2158611
183.20000000000005	0.202489
183.4000000000001	0.189192
183.5999999999999	0.175953
183.79999999999995	0.162763
184.	0.149525
184.20000000000005	0.136335
184.4000000000001	0.123282
184.5999999999999	0.110313
184.79999999999995	0.09726005
185.	0.08416405
185.20000000000005	0.07112905
185.4000000000001	0.05819504
185.5999999999999	0.04523804
185.79999999999995	0.03226504
186.	0.01929104
186.20000000000005	0.006389043
186.4000000000001	-0.006521958
186.5999999999999	-0.01948296
186.79999999999995	-0.03241296
187.	-0.04531696
187.20000000000005	-0.05830196
187.4000000000001	-0.07133996
187.5999999999999	-0.08428996
187.79999999999995	-0.09718696
188.	-0.110183
188.20000000000005	-0.123302
188.4000000000001	-0.136421
188.5999999999999	-0.149577
188.79999999999995	-0.162796
189.	-0.176067
189.20000000000005	-0.189299
189.4000000000001	-0.202552
189.5999999999999	-0.215902
189.79999999999995	-0.229419
190.	-0.242979
190.20000000000005	-0.256552
190.4000000000001	-0.270238
190.5999999999999	-0.284039
190.79999999999995	-0.297877
191.	-0.311708
191.20000000000005	-0.325592
191.4000000000001	-0.339609
191.5999999999999	-0.353761
191.79999999999995	-0.368016
192.	-0.38238
192.20000000000005	-0.396815
192.4000000000001	-0.411325
192.5999999999999	-0.425896
192.79999999999995	-0.440561
193.	-0.455348
193.20000000000005	-0.470208
193.4000000000001	-0.485164
193.5999999999999	-0.500258
193.79999999999995	-0.515497
194.	-0.530839
194.20000000000005	-0.546203
194.4000000000001	-0.5616
194.5999999999999	-0.577092
194.79999999999995	-0.592686
195.	-0.608393
195.20000000000005	-0.624231
195.4000000000001	-0.640204
195.5999999999999	-0.656203
195.79999999999995	-0.672173
196.	-0.688218
196.20000000000005	-0.70436
196.4000000000001	-0.72063
196.5999999999999	-0.736912
196.79999999999995	-0.753187
197.	-0.769527
197.20000000000005	-0.786003
197.4000000000001	-0.802457
197.5999999999999	-0.818778
197.79999999999995	-0.835071
198.	-0.851502
198.20000000000005	-0.868094
198.4000000000001	-0.884544
198.5999999999999	-0.90082
198.79999999999995	-0.916977
199.	-0.933222
199.20000000000005	-0.949433
199.4000000000001	-0.965556
199.5999999999999	-0.9815
199.79999999999995	-0.997434
200.	-1.01332
200.20000000000005	-1.029161
200.4000000000001	-1.044782
200.5999999999999	-1.060201
200.79999999999995	-1.075391
201.	-1.090434
201.20000000000005	-1.105287
201.4000000000001	-1.120043
201.5999999999999	-1.134642
201.79999999999995	-1.149032
202.	-1.163125
202.20000000000005	-1.176889
202.4000000000001	-1.190253
202.5999999999999	-1.203368
202.79999999999995	-1.21623
203.	-1.228785
203.20000000000005	-1.240959
203.4000000000001	-1.252781
203.5999999999999	-1.264354
203.79999999999995	-1.27561
204.	-1.286425
204.20000000000005	-1.29669
204.4000000000001	-1.306485
204.5999999999999	-1.315914
204.79999999999995	-1.325028
205.	-1.333739
205.20000000000005	-1.341988
205.4000000000001	-1.349769
205.5999999999999	-1.357122
205.79999999999995	-1.364027
206.	-1.370426
206.20000000000005	-1.376321
206.4000000000001	-1.381815
206.5999999999999	-1.386925
206.79999999999995	-1.391594
207.	-1.395836
207.20000000000005	-1.399631
207.4000000000001	-1.402988
207.5999999999999	-1.40589
207.79999999999995	-1.408343
208.	-1.410384
208.20000000000005	-1.412025
208.4000000000001	-1.413269
208.5999999999999	-1.414089
208.79999999999995	-1.414483
209.	-1.41444
209.20000000000005	-1.413986
209.4000000000001	-1.413123
209.5999999999999	-1.411845
209.79999999999995	-1.410133
